11.790402;12.170436;12.944577;13.118172;
11.818554;12.132901;12.986803;13.108788;
11.823245;12.156361;13.014954;13.202623;
11.832629;12.287730;12.977419;13.287076;
11.781019;12.268963;12.935193;13.179165;
11.884238;12.198586;12.968036;13.183857;
11.795094;12.161053;13.667109;13.230775;
11.771636;12.376873;13.277692;13.244850;
11.804479;12.292421;13.127556;13.254233;
11.748177;12.254888;13.075946;13.287076;
11.640266;12.198586;12.930502;13.301151;
11.541739;12.118826;12.761598;13.155706;
11.551123;12.203279;12.878892;13.357452;
11.504206;12.189203;12.996186;13.315227;
11.593349;12.231429;12.841358;13.216700;
11.668417;12.339339;12.799132;13.165090;
11.654342;12.437866;13.104096;13.174473;
11.621499;12.367490;12.930502;13.216700;
11.546432;12.395640;12.944577;13.165090;
11.522972;12.297113;13.000878;13.146322;
11.612116;12.128210;12.991494;13.127556;
11.635574;12.053142;13.207315;13.146322;
11.621499;11.823245;13.455979;13.043104;
11.668417;11.560507;13.573274;12.921118;
11.748177;11.288384;13.803169;13.010262;
11.795094;11.100714;14.079984;12.977419;
11.912389;10.931810;14.361489;13.000878;
11.973382;10.589312;14.572618;13.090021;
12.001533;10.307805;14.779057;13.014954;
12.062525;10.626845;15.046487;13.043104;
12.203279;9.969998;15.309226;13.075946;
12.146976;9.876163;15.595424;13.014954;
13.010262;9.824553;15.726793;13.024337;
13.183857;9.425754;16.008299;13.033720;
12.738139;9.191166;16.177202;13.061871;
12.733447;8.309114;16.524393;13.151014;
12.892967;8.689147;16.791822;13.066563;
12.972728;8.365416;17.101480;13.066563;
13.357452;7.999457;17.321993;13.052487;
13.746868;7.666342;17.580040;0.000000;
14.112826;7.520898;17.697334;13.061871;
13.995532;7.136173;18.077366;13.122864;
14.216044;7.014187;18.363564;13.136939;
14.267654;6.591928;18.616919;13.249541;
14.483476;6.413641;18.898426;13.287076;
14.718063;6.075834;19.100172;13.409061;
14.891659;5.874088;19.353527;13.394986;
14.891659;5.648884;19.644415;13.427829;
15.201315;5.390837;19.921230;13.502896;
15.557889;5.128098;20.179277;13.587349;
15.665800;4.912277;20.409174;13.648341;
15.717409;4.621387;20.643761;13.760943;
16.003607;4.358649;20.892426;13.831320;
16.899734;4.189745;21.089479;13.882930;
16.857508;3.880089;21.375677;13.990840;
16.477474;3.471905;21.563347;14.145668;
16.594769;3.260776;21.774477;14.173819;
17.162472;2.951120;21.962147;14.267654;
16.974802;2.739990;22.145126;14.323956;
17.139013;13.323956;22.370331;14.450633;
17.458054;2.313040;22.572077;14.525702;
17.453362;2.106602;22.839506;14.577311;
17.805244;1.876706;22.999027;14.600769;
18.527777;1.717186;23.172623;14.732139;
18.124285;1.581124;23.275841;14.811899;
18.743597;1.445063;23.388443;14.863508;
19.109554;1.257393;23.590189;14.933885;
18.630995;1.191708;23.716867;15.004261;
19.850853;0.994654;23.862312;15.065254;
19.902462;0.872668;23.988989;15.121555;
20.179277;0.675614;24.200119;15.168473;
14.168473;0.516094;24.350256;15.252925;
14.252925;0.431642;24.444090;15.360835;
14.360835;0.309656;24.594227;15.440596;
20.033833;0.107911;24.739672;15.510972;
20.995644;0.009384;24.997719;15.534431;
20.944035;0.000000;25.058712;15.600115;
20.990952;0.000000;25.119705;15.661108;
21.033178;0.000000;25.166622;15.637650;
21.042561;0.000000;25.152546;15.614190;
21.075403;0.000000;25.138472;15.665800;
21.019102;0.000000;25.007101;15.745560;
20.789206;0.000000;24.903883;15.722101;
20.728212;0.000000;24.805357;15.792478;
19.972839;0.187671;24.730288;15.998915;
19.686642;0.304965;24.627069;16.031757;
19.930613;0.380033;24.467548;15.567273;
19.799244;0.661539;24.232962;15.647033;
19.597498;0.750682;24.434708;15.342069;
19.498972;0.905510;24.397173;15.304534;
19.311300;1.290235;24.279879;15.309226;
19.095480;1.355920;23.660566;15.351452;
18.701372;1.618659;23.618340;15.309226;
19.165855;1.735953;23.468203;15.271691;
18.889042;1.754720;23.322760;15.079329;
18.738905;1.933007;23.060020;15.220082;
18.480858;2.097219;22.891117;15.252925;
17.467438;2.336498;22.694063;14.985495;
18.011683;2.585162;22.520468;14.478784;
17.049870;2.772832;22.257729;14.732139;
16.796515;3.040263;22.013756;14.666454;
16.590078;3.312385;21.746326;14.155052;
16.496243;3.490672;21.464821;14.492859;
16.299189;3.790945;21.272457;14.145668;
16.106825;3.978616;21.005028;14.108134;
15.881621;4.231971;20.770439;14.075292;
15.773710;4.490018;20.549927;14.028375;
15.534431;4.762140;20.259037;13.897005;
15.323301;5.053030;19.982224;13.695259;
15.149706;5.301693;19.846161;13.676492;
15.257616;5.498747;19.559963;13.582657;
14.957343;5.728644;19.278458;13.380911;
14.638304;5.996074;18.954727;13.310534;
14.413099;6.286964;18.767056;13.258925;
14.225429;6.582545;18.424557;13.216700;
14.155052;6.807750;18.194660;12.972728;
13.897005;7.037646;17.950689;12.883584;
13.793786;7.225317;17.706717;12.789748;
13.709334;7.450521;17.462746;12.620845;
13.582657;7.760178;17.242233;12.714681;
13.563890;8.074526;16.923193;12.639612;
13.418445;8.271580;16.758982;12.527010;
13.282384;8.506168;11.527010;12.799132;
13.122864;8.689147;16.214737;12.573928;
13.047795;8.947194;15.984839;12.592694;
13.165090;9.238083;15.848779;12.498859;
13.108788;9.463288;15.562581;12.644304;
12.982111;9.679109;15.332685;12.512935;
12.874201;9.880855;15.121555;12.503551;
12.808516;10.012224;15.074637;12.512935;
12.775673;10.265579;14.901042;12.494167;
12.695913;10.472017;14.619536;12.447249;
12.648995;10.664379;14.361489;12.414408;
12.667763;10.823899;14.272346;12.419099;
12.681838;10.988111;14.103442;12.573928;
12.648995;11.058488;13.953306;12.700605;
12.663071;11.152323;13.911080;12.803823;
12.104751;11.288384;13.826629;12.700605;
11.776327;11.438520;13.629575;12.700605;
11.757561;11.457288;13.742177;10.608078;
12.461325;11.527664;13.643650;12.986803;
12.203279;11.635574;13.817245;12.869509;
12.024991;11.616808;13.296459;12.827283;
11.931156;11.691875;13.423137;12.897659;
11.860780;11.757561;13.357452;12.986803;
11.649650;11.851396;13.310534;13.118172;
11.569890;11.903006;13.202623;13.305842;
11.471363;11.992148;13.244850;13.413754;
11.274309;12.413754;13.122864;13.601424;
11.077254;12.137593;12.996186;13.775019;
10.927118;12.142285;12.939885;13.939231;
10.748832;12.939231;13.099405;14.117517;
10.495476;12.292421;13.226083;14.328648;
10.242121;12.423791;13.212008;14.586694;
10.002841;12.522318;13.122864;14.825974;
9.805787;12.789748;13.155706;15.027720;
